Unnamed: 0,high,volume,date,open,low,close,bank name
273.15,276.05,59624,2019-03-05 13:20:00+05:30,276,275.85,275.95,STATE BANK OF INDIA
273.15,276.05,33293,2019-03-05 13:21:00+05:30,275.95,275.9,276.05,STATE BANK OF INDIA
273.15,276.05,69204,2019-03-05 13:22:00+05:30,275.95,275.9,276.05,STATE BANK OF INDIA
273.15,276.15,130253,2019-03-05 13:23:00+05:30,276,275.9,276,STATE BANK OF INDIA
273.15,276.15,244760,2019-03-05 13:24:00+05:30,275.95,275.9,275.9,STATE BANK OF INDIA
273.15,276.1,95314,2019-03-05 13:25:00+05:30,275.85,275.85,276,STATE BANK OF INDIA
273.15,276.05,22312,2019-03-05 13:26:00+05:30,276,275.95,275.95,STATE BANK OF INDIA
273.15,276.15,48347,2019-03-05 13:27:00+05:30,275.95,275.95,276.05,STATE BANK OF INDIA
273.15,276.25,20241,2019-03-05 13:28:00+05:30,276.15,276.15,276.2,STATE BANK OF INDIA
273.15,276.55,32437,2019-03-05 13:29:00+05:30,276.25,276.2,276.35,STATE BANK OF INDIA
273.15,276.4,110339,2019-03-05 13:30:00+05:30,276.4,276.2,276.25,STATE BANK OF INDIA
273.15,276.3,37925,2019-03-05 13:31:00+05:30,276.3,275.95,275.95,STATE BANK OF INDIA
273.15,276.1,38695,2019-03-05 13:32:00+05:30,275.95,275.85,276.05,STATE BANK OF INDIA
273.15,276.1,44987,2019-03-05 13:33:00+05:30,276.1,275.95,275.95,STATE BANK OF INDIA
273.15,276,25880,2019-03-05 13:34:00+05:30,275.95,275.95,275.95,STATE BANK OF INDIA
273.15,276,22692,2019-03-05 13:35:00+05:30,276,275.95,275.95,STATE BANK OF INDIA
273.15,276,28029,2019-03-05 13:36:00+05:30,276,275.8,275.9,STATE BANK OF INDIA
273.15,275.95,27235,2019-03-05 13:37:00+05:30,275.95,275.75,275.85,STATE BANK OF INDIA
273.15,276,58046,2019-03-05 13:38:00+05:30,275.85,275.85,276,STATE BANK OF INDIA
273.15,276,12612,2019-03-05 13:39:00+05:30,276,275.95,275.95,STATE BANK OF INDIA
273.15,276,13290,2019-03-05 13:40:00+05:30,275.95,275.85,275.85,STATE BANK OF INDIA
273.15,276,90142,2019-03-05 13:41:00+05:30,275.85,275.85,275.9,STATE BANK OF INDIA
