Unnamed: 0,high,volume,date,open,low,close,bank name
273.15,273.15,270653,2019-03-05 09:15:00+05:30,271.7,271.25,272.8,STATE BANK OF INDIA
273.15,272.8,91121,2019-03-05 09:16:00+05:30,272.8,272.25,272.75,STATE BANK OF INDIA
273.15,273,71646,2019-03-05 09:17:00+05:30,272.75,272.65,272.85,STATE BANK OF INDIA
273.15,273.3,54253,2019-03-05 09:18:00+05:30,272.85,272.8,273.25,STATE BANK OF INDIA
273.15,273.3,49458,2019-03-05 09:19:00+05:30,273.25,273.1,273.2,STATE BANK OF INDIA
273.15,273.5,49344,2019-03-05 09:20:00+05:30,273.25,273.15,273.4,STATE BANK OF INDIA
273.15,273.5,68406,2019-03-05 09:21:00+05:30,273.5,273.2,273.35,STATE BANK OF INDIA
273.15,273.35,56581,2019-03-05 09:22:00+05:30,273.35,272.9,272.9,STATE BANK OF INDIA
273.15,273.05,65423,2019-03-05 09:23:00+05:30,272.85,272.7,272.8,STATE BANK OF INDIA
273.15,272.95,30418,2019-03-05 09:24:00+05:30,272.7,272.7,272.75,STATE BANK OF INDIA
273.15,272.9,115783,2019-03-05 09:25:00+05:30,272.75,272.35,272.4,STATE BANK OF INDIA
273.15,272.5,23793,2019-03-05 09:26:00+05:30,272.4,272.3,272.5,STATE BANK OF INDIA
273.15,273.15,30190,2019-03-05 09:27:00+05:30,272.4,272.35,273.15,STATE BANK OF INDIA
273.15,273.15,45074,2019-03-05 09:28:00+05:30,273.05,272.8,273.05,STATE BANK OF INDIA
273.15,273.15,46374,2019-03-05 09:29:00+05:30,273.05,272.9,273.1,STATE BANK OF INDIA
273.15,273.2,43620,2019-03-05 09:30:00+05:30,273.1,272.95,273,STATE BANK OF INDIA
273.15,273,50812,2019-03-05 09:31:00+05:30,273,272.6,272.75,STATE BANK OF INDIA
273.15,272.75,29968,2019-03-05 09:32:00+05:30,272.75,272.5,272.7,STATE BANK OF INDIA
273.15,272.7,20959,2019-03-05 09:33:00+05:30,272.65,272.55,272.65,STATE BANK OF INDIA
273.15,272.95,19568,2019-03-05 09:34:00+05:30,272.6,272.6,272.9,STATE BANK OF INDIA
273.15,273.1,46747,2019-03-05 09:35:00+05:30,272.8,272.8,273.1,STATE BANK OF INDIA
273.15,273.15,13045,2019-03-05 09:36:00+05:30,273.05,273,273.05,STATE BANK OF INDIA
273.15,273.05,51113,2019-03-05 09:37:00+05:30,273.05,272.55,272.75,STATE BANK OF INDIA
273.15,272.8,21091,2019-03-05 09:38:00+05:30,272.75,272.65,272.8,STATE BANK OF INDIA
273.15,272.9,18032,2019-03-05 09:39:00+05:30,272.8,272.65,272.7,STATE BANK OF INDIA
273.15,272.7,20332,2019-03-05 09:40:00+05:30,272.7,272.55,272.6,STATE BANK OF INDIA
273.15,272.65,74748,2019-03-05 09:41:00+05:30,272.65,272.5,272.55,STATE BANK OF INDIA
273.15,272.75,18753,2019-03-05 09:42:00+05:30,272.6,272.55,272.75,STATE BANK OF INDIA
273.15,273,33802,2019-03-05 09:43:00+05:30,272.7,272.6,272.85,STATE BANK OF INDIA
273.15,273,26236,2019-03-05 09:44:00+05:30,273,272.65,272.8,STATE BANK OF INDIA
273.15,272.85,15132,2019-03-05 09:45:00+05:30,272.75,272.6,272.7,STATE BANK OF INDIA
273.15,272.8,14308,2019-03-05 09:46:00+05:30,272.65,272.65,272.7,STATE BANK OF INDIA
273.15,272.75,14443,2019-03-05 09:47:00+05:30,272.7,272.6,272.65,STATE BANK OF INDIA
273.15,272.65,45625,2019-03-05 09:48:00+05:30,272.6,272.5,272.5,STATE BANK OF INDIA
273.15,272.55,18782,2019-03-05 09:49:00+05:30,272.5,272.45,272.45,STATE BANK OF INDIA
273.15,272.5,27495,2019-03-05 09:50:00+05:30,272.5,272.25,272.35,STATE BANK OF INDIA
273.15,272.35,19970,2019-03-05 09:51:00+05:30,272.35,272.2,272.35,STATE BANK OF INDIA
273.15,272.55,19612,2019-03-05 09:52:00+05:30,272.35,272.3,272.5,STATE BANK OF INDIA
273.15,272.5,17353,2019-03-05 09:53:00+05:30,272.5,272.25,272.25,STATE BANK OF INDIA
273.15,272.45,16155,2019-03-05 09:54:00+05:30,272.3,272.25,272.4,STATE BANK OF INDIA
273.15,272.85,33888,2019-03-05 09:55:00+05:30,272.4,272.3,272.8,STATE BANK OF INDIA
273.15,273.15,69500,2019-03-05 09:56:00+05:30,272.7,272.7,273.15,STATE BANK OF INDIA
273.15,273.4,75740,2019-03-05 09:57:00+05:30,273.05,273,273.35,STATE BANK OF INDIA
273.15,273.4,47731,2019-03-05 09:58:00+05:30,273.35,273.1,273.2,STATE BANK OF INDIA
273.15,273.45,60371,2019-03-05 09:59:00+05:30,273.35,273.2,273.35,STATE BANK OF INDIA
273.15,274.3,249823,2019-03-05 10:00:00+05:30,273.35,273.2,274.25,STATE BANK OF INDIA
273.15,274.5,121886,2019-03-05 10:01:00+05:30,274.25,274,274.2,STATE BANK OF INDIA
273.15,274.45,76235,2019-03-05 10:02:00+05:30,274.2,274.1,274.15,STATE BANK OF INDIA
273.15,274.25,24871,2019-03-05 10:03:00+05:30,274.2,274.1,274.15,STATE BANK OF INDIA
273.15,274.5,135096,2019-03-05 10:04:00+05:30,274.1,274.05,274.15,STATE BANK OF INDIA
273.15,274.2,25344,2019-03-05 10:05:00+05:30,274.05,274.05,274.1,STATE BANK OF INDIA
273.15,274.25,79512,2019-03-05 10:06:00+05:30,274.1,274,274.25,STATE BANK OF INDIA
273.15,274.3,40264,2019-03-05 10:07:00+05:30,274.2,274.05,274.25,STATE BANK OF INDIA
273.15,274.35,31910,2019-03-05 10:08:00+05:30,274.15,274.15,274.35,STATE BANK OF INDIA
273.15,274.35,34587,2019-03-05 10:09:00+05:30,274.3,274,274.1,STATE BANK OF INDIA
273.15,274.2,28109,2019-03-05 10:10:00+05:30,274.1,274,274.15,STATE BANK OF INDIA
273.15,274.3,47595,2019-03-05 10:11:00+05:30,274.15,274,274.2,STATE BANK OF INDIA
273.15,274.6,86271,2019-03-05 10:12:00+05:30,274.2,274.15,274.55,STATE BANK OF INDIA
273.15,274.65,66224,2019-03-05 10:13:00+05:30,274.6,274.4,274.55,STATE BANK OF INDIA
273.15,274.65,30111,2019-03-05 10:14:00+05:30,274.55,274.45,274.5,STATE BANK OF INDIA
273.15,274.65,35181,2019-03-05 10:15:00+05:30,274.5,274.4,274.65,STATE BANK OF INDIA
273.15,274.65,42993,2019-03-05 10:16:00+05:30,274.6,274.5,274.6,STATE BANK OF INDIA
273.15,274.8,50577,2019-03-05 10:17:00+05:30,274.55,274.5,274.65,STATE BANK OF INDIA
273.15,274.7,35039,2019-03-05 10:18:00+05:30,274.65,274.45,274.7,STATE BANK OF INDIA
273.15,274.75,22085,2019-03-05 10:19:00+05:30,274.55,274.55,274.7,STATE BANK OF INDIA
273.15,275,72969,2019-03-05 10:20:00+05:30,274.7,274.65,274.9,STATE BANK OF INDIA
273.15,275,126226,2019-03-05 10:21:00+05:30,274.9,274.65,275,STATE BANK OF INDIA
273.15,275.2,84394,2019-03-05 10:22:00+05:30,275,274.8,274.95,STATE BANK OF INDIA
273.15,275.15,70219,2019-03-05 10:23:00+05:30,274.9,274.7,274.9,STATE BANK OF INDIA
273.15,275.05,37732,2019-03-05 10:24:00+05:30,274.85,274.85,274.9,STATE BANK OF INDIA
273.15,275,46267,2019-03-05 10:25:00+05:30,274.85,274.8,274.95,STATE BANK OF INDIA
273.15,274.95,12172,2019-03-05 10:26:00+05:30,274.9,274.85,274.9,STATE BANK OF INDIA
273.15,274.95,16894,2019-03-05 10:27:00+05:30,274.9,274.85,274.9,STATE BANK OF INDIA
273.15,275.05,62157,2019-03-05 10:28:00+05:30,274.9,274.8,275.05,STATE BANK OF INDIA
273.15,275.1,62530,2019-03-05 10:29:00+05:30,275,275,275.1,STATE BANK OF INDIA
273.15,275.05,24638,2019-03-05 10:30:00+05:30,275,274.95,275.05,STATE BANK OF INDIA
273.15,275.1,22186,2019-03-05 10:31:00+05:30,275,274.95,275.05,STATE BANK OF INDIA
273.15,275.25,77286,2019-03-05 10:32:00+05:30,275.05,275,275.2,STATE BANK OF INDIA
273.15,275.4,60145,2019-03-05 10:33:00+05:30,275.25,275.15,275.25,STATE BANK OF INDIA
273.15,275.3,46435,2019-03-05 10:34:00+05:30,275.25,275.05,275.1,STATE BANK OF INDIA
273.15,275.4,23109,2019-03-05 10:35:00+05:30,275.05,275.05,275.3,STATE BANK OF INDIA
273.15,275.75,142740,2019-03-05 10:36:00+05:30,275.3,275.3,275.75,STATE BANK OF INDIA
273.15,275.95,68819,2019-03-05 10:37:00+05:30,275.7,275.7,275.95,STATE BANK OF INDIA
273.15,276,73548,2019-03-05 10:38:00+05:30,275.9,275.8,275.85,STATE BANK OF INDIA
273.15,275.9,37892,2019-03-05 10:39:00+05:30,275.9,275.7,275.85,STATE BANK OF INDIA
273.15,275.85,22922,2019-03-05 10:40:00+05:30,275.7,275.55,275.65,STATE BANK OF INDIA
273.15,275.7,39943,2019-03-05 10:41:00+05:30,275.55,275.55,275.6,STATE BANK OF INDIA
273.15,275.75,21423,2019-03-05 10:42:00+05:30,275.55,275.55,275.7,STATE BANK OF INDIA
273.15,276,64713,2019-03-05 10:43:00+05:30,275.65,275.65,275.95,STATE BANK OF INDIA
273.15,276.25,91884,2019-03-05 10:44:00+05:30,276,275.9,276.2,STATE BANK OF INDIA
273.15,276.25,29355,2019-03-05 10:45:00+05:30,276.2,276.05,276.1,STATE BANK OF INDIA
273.15,276.15,51208,2019-03-05 10:46:00+05:30,276.05,275.95,276,STATE BANK OF INDIA
273.15,276.25,64604,2019-03-05 10:47:00+05:30,276.05,276,276.15,STATE BANK OF INDIA
273.15,276.15,28806,2019-03-05 10:48:00+05:30,276.1,276,276.05,STATE BANK OF INDIA
273.15,276.1,37547,2019-03-05 10:49:00+05:30,276.1,275.95,276,STATE BANK OF INDIA
273.15,276,18815,2019-03-05 10:50:00+05:30,276,275.8,275.8,STATE BANK OF INDIA
273.15,276.05,25094,2019-03-05 10:51:00+05:30,275.8,275.75,275.9,STATE BANK OF INDIA
273.15,276.15,24632,2019-03-05 10:52:00+05:30,275.95,275.95,276.15,STATE BANK OF INDIA
273.15,276.3,57029,2019-03-05 10:53:00+05:30,276.1,276.1,276.25,STATE BANK OF INDIA
273.15,276.35,23953,2019-03-05 10:54:00+05:30,276.25,276.1,276.1,STATE BANK OF INDIA
273.15,276.15,21345,2019-03-05 10:55:00+05:30,276.1,276,276,STATE BANK OF INDIA
273.15,276.15,14208,2019-03-05 10:56:00+05:30,276,275.9,275.9,STATE BANK OF INDIA
273.15,276.1,18872,2019-03-05 10:57:00+05:30,275.9,275.85,275.95,STATE BANK OF INDIA
273.15,276,19258,2019-03-05 10:58:00+05:30,276,275.8,275.8,STATE BANK OF INDIA
273.15,275.9,20007,2019-03-05 10:59:00+05:30,275.8,275.7,275.8,STATE BANK OF INDIA
273.15,275.9,9846,2019-03-05 11:00:00+05:30,275.8,275.75,275.8,STATE BANK OF INDIA
273.15,275.8,16037,2019-03-05 11:01:00+05:30,275.8,275.7,275.7,STATE BANK OF INDIA
273.15,276.1,77529,2019-03-05 11:02:00+05:30,275.7,275.6,276.05,STATE BANK OF INDIA
273.15,276.15,160212,2019-03-05 11:03:00+05:30,276.1,275.75,276.1,STATE BANK OF INDIA
273.15,276.15,130248,2019-03-05 11:04:00+05:30,276.1,276,276.15,STATE BANK OF INDIA
273.15,276.35,84047,2019-03-05 11:05:00+05:30,276.1,276.05,276.15,STATE BANK OF INDIA
273.15,276.45,89347,2019-03-05 11:06:00+05:30,276.1,276,276.3,STATE BANK OF INDIA
273.15,276.5,181484,2019-03-05 11:07:00+05:30,276.3,276.05,276.3,STATE BANK OF INDIA
273.15,276.35,47524,2019-03-05 11:08:00+05:30,276.2,276,276.35,STATE BANK OF INDIA
273.15,276.4,13419,2019-03-05 11:09:00+05:30,276.3,276.2,276.2,STATE BANK OF INDIA
273.15,276.3,13821,2019-03-05 11:10:00+05:30,276.3,276.1,276.15,STATE BANK OF INDIA
273.15,276.3,31105,2019-03-05 11:11:00+05:30,276.15,276,276.2,STATE BANK OF INDIA
273.15,276.4,61823,2019-03-05 11:12:00+05:30,276.15,276.15,276.25,STATE BANK OF INDIA
273.15,276.45,106900,2019-03-05 11:13:00+05:30,276.3,276.1,276.15,STATE BANK OF INDIA
273.15,276.35,98398,2019-03-05 11:14:00+05:30,276.15,276,276.25,STATE BANK OF INDIA
273.15,276.35,14571,2019-03-05 11:15:00+05:30,276.25,276.1,276.3,STATE BANK OF INDIA
273.15,276.3,32791,2019-03-05 11:16:00+05:30,276.25,275.85,275.95,STATE BANK OF INDIA
273.15,276.15,16450,2019-03-05 11:17:00+05:30,275.95,275.95,276.1,STATE BANK OF INDIA
273.15,276.2,23415,2019-03-05 11:18:00+05:30,276.05,275.95,276.2,STATE BANK OF INDIA
273.15,276.2,33807,2019-03-05 11:19:00+05:30,276.15,276,276.05,STATE BANK OF INDIA
273.15,276.2,60185,2019-03-05 11:20:00+05:30,276.05,275.9,276,STATE BANK OF INDIA
273.15,276,24004,2019-03-05 11:21:00+05:30,275.95,275.9,275.95,STATE BANK OF INDIA
273.15,276,30825,2019-03-05 11:22:00+05:30,275.9,275.9,276,STATE BANK OF INDIA
273.15,276,25743,2019-03-05 11:23:00+05:30,275.95,275.8,275.85,STATE BANK OF INDIA
273.15,276,21975,2019-03-05 11:24:00+05:30,275.95,275.85,275.95,STATE BANK OF INDIA
273.15,276.05,163369,2019-03-05 11:25:00+05:30,275.9,275.9,276,STATE BANK OF INDIA
273.15,276.1,5283,2019-03-05 11:26:00+05:30,276,276,276,STATE BANK OF INDIA
273.15,276.15,53770,2019-03-05 11:27:00+05:30,276,275.75,275.8,STATE BANK OF INDIA
273.15,275.85,7232,2019-03-05 11:28:00+05:30,275.8,275.7,275.8,STATE BANK OF INDIA
273.15,275.85,8654,2019-03-05 11:29:00+05:30,275.8,275.75,275.8,STATE BANK OF INDIA
273.15,275.85,25867,2019-03-05 11:30:00+05:30,275.75,275.6,275.6,STATE BANK OF INDIA
273.15,275.95,23672,2019-03-05 11:31:00+05:30,275.75,275.6,275.9,STATE BANK OF INDIA
273.15,276,25677,2019-03-05 11:32:00+05:30,275.85,275.85,275.95,STATE BANK OF INDIA
273.15,276,37844,2019-03-05 11:33:00+05:30,275.9,275.85,275.95,STATE BANK OF INDIA
273.15,276.05,65837,2019-03-05 11:34:00+05:30,275.95,275.85,276,STATE BANK OF INDIA
273.15,276.05,18343,2019-03-05 11:35:00+05:30,276,276,276.05,STATE BANK OF INDIA
273.15,276.3,46346,2019-03-05 11:36:00+05:30,276,276,276.2,STATE BANK OF INDIA
273.15,276.3,27860,2019-03-05 11:37:00+05:30,276.2,276.1,276.15,STATE BANK OF INDIA
273.15,276.45,138247,2019-03-05 11:38:00+05:30,276.15,276.1,276.3,STATE BANK OF INDIA
273.15,276.35,30601,2019-03-05 11:39:00+05:30,276.25,276.15,276.2,STATE BANK OF INDIA
273.15,276.25,16586,2019-03-05 11:40:00+05:30,276.2,276.2,276.25,STATE BANK OF INDIA
273.15,276.4,66351,2019-03-05 11:41:00+05:30,276.2,276.15,276.25,STATE BANK OF INDIA
273.15,276.5,249524,2019-03-05 11:42:00+05:30,276.25,276,276.45,STATE BANK OF INDIA
273.15,276.5,26825,2019-03-05 11:43:00+05:30,276.45,276.35,276.4,STATE BANK OF INDIA
273.15,276.5,37420,2019-03-05 11:44:00+05:30,276.4,276.25,276.25,STATE BANK OF INDIA
273.15,276.45,25293,2019-03-05 11:45:00+05:30,276.3,276.15,276.15,STATE BANK OF INDIA
273.15,276.5,145138,2019-03-05 11:46:00+05:30,276.1,276.05,276.25,STATE BANK OF INDIA
273.15,276.8,230895,2019-03-05 11:47:00+05:30,276.25,276.2,276.6,STATE BANK OF INDIA
273.15,276.75,32130,2019-03-05 11:48:00+05:30,276.65,276.6,276.65,STATE BANK OF INDIA
273.15,276.75,13988,2019-03-05 11:49:00+05:30,276.65,276.65,276.7,STATE BANK OF INDIA
273.15,276.75,17252,2019-03-05 11:50:00+05:30,276.7,276.5,276.55,STATE BANK OF INDIA
273.15,276.8,25964,2019-03-05 11:51:00+05:30,276.55,276.5,276.75,STATE BANK OF INDIA
273.15,276.9,207047,2019-03-05 11:52:00+05:30,276.8,276.5,276.8,STATE BANK OF INDIA
273.15,277,76623,2019-03-05 11:53:00+05:30,276.7,276.7,276.75,STATE BANK OF INDIA
273.15,276.8,139458,2019-03-05 11:54:00+05:30,276.75,276.5,276.7,STATE BANK OF INDIA
273.15,276.75,38160,2019-03-05 11:55:00+05:30,276.65,276.5,276.55,STATE BANK OF INDIA
273.15,276.9,170827,2019-03-05 11:56:00+05:30,276.55,276.5,276.55,STATE BANK OF INDIA
273.15,276.65,73836,2019-03-05 11:57:00+05:30,276.5,276.5,276.5,STATE BANK OF INDIA
273.15,276.7,170495,2019-03-05 11:58:00+05:30,276.5,276.5,276.5,STATE BANK OF INDIA
273.15,276.6,30407,2019-03-05 11:59:00+05:30,276.5,276.5,276.6,STATE BANK OF INDIA
273.15,276.7,48518,2019-03-05 12:00:00+05:30,276.6,276.5,276.5,STATE BANK OF INDIA
273.15,276.6,80869,2019-03-05 12:01:00+05:30,276.5,276.5,276.6,STATE BANK OF INDIA
273.15,276.65,166967,2019-03-05 12:02:00+05:30,276.6,276.4,276.65,STATE BANK OF INDIA
273.15,276.8,17566,2019-03-05 12:03:00+05:30,276.65,276.65,276.65,STATE BANK OF INDIA
273.15,276.85,20256,2019-03-05 12:04:00+05:30,276.65,276.65,276.75,STATE BANK OF INDIA
273.15,276.8,15504,2019-03-05 12:05:00+05:30,276.65,276.5,276.5,STATE BANK OF INDIA
273.15,276.65,12409,2019-03-05 12:06:00+05:30,276.55,276.5,276.55,STATE BANK OF INDIA
273.15,276.65,56846,2019-03-05 12:07:00+05:30,276.5,276.4,276.45,STATE BANK OF INDIA
273.15,276.7,50762,2019-03-05 12:08:00+05:30,276.45,276.4,276.5,STATE BANK OF INDIA
273.15,276.65,167980,2019-03-05 12:09:00+05:30,276.5,276.35,276.55,STATE BANK OF INDIA
273.15,276.6,13311,2019-03-05 12:10:00+05:30,276.55,276.5,276.5,STATE BANK OF INDIA
273.15,276.6,31156,2019-03-05 12:11:00+05:30,276.5,276.5,276.5,STATE BANK OF INDIA
273.15,277.1,134224,2019-03-05 12:12:00+05:30,276.5,276.5,277.05,STATE BANK OF INDIA
273.15,277.15,39298,2019-03-05 12:13:00+05:30,277.1,276.85,276.9,STATE BANK OF INDIA
273.15,277,24266,2019-03-05 12:14:00+05:30,276.9,276.9,276.9,STATE BANK OF INDIA
273.15,277.1,78770,2019-03-05 12:15:00+05:30,276.9,276.9,276.95,STATE BANK OF INDIA
273.15,277.1,89296,2019-03-05 12:16:00+05:30,276.95,276.9,277.05,STATE BANK OF INDIA
273.15,277.3,72269,2019-03-05 12:17:00+05:30,277.05,277,277.25,STATE BANK OF INDIA
273.15,277.3,106717,2019-03-05 12:18:00+05:30,277.3,276.9,277,STATE BANK OF INDIA
273.15,277.1,18562,2019-03-05 12:19:00+05:30,277,276.95,277,STATE BANK OF INDIA
273.15,277.1,15196,2019-03-05 12:20:00+05:30,277,276.95,277,STATE BANK OF INDIA
273.15,277.1,24374,2019-03-05 12:21:00+05:30,277,276.9,276.9,STATE BANK OF INDIA
273.15,276.95,32778,2019-03-05 12:22:00+05:30,276.9,276.7,276.9,STATE BANK OF INDIA
273.15,277,27864,2019-03-05 12:23:00+05:30,276.85,276.8,276.85,STATE BANK OF INDIA
273.15,277,8963,2019-03-05 12:24:00+05:30,276.95,276.85,276.95,STATE BANK OF INDIA
273.15,277,12146,2019-03-05 12:25:00+05:30,276.95,276.95,276.95,STATE BANK OF INDIA
273.15,277,123784,2019-03-05 12:26:00+05:30,277,276.95,276.95,STATE BANK OF INDIA
273.15,277.2,49490,2019-03-05 12:27:00+05:30,277,276.95,277.1,STATE BANK OF INDIA
273.15,277.3,46009,2019-03-05 12:28:00+05:30,277.1,277.1,277.15,STATE BANK OF INDIA
273.15,277.15,45560,2019-03-05 12:29:00+05:30,277.1,276.9,277,STATE BANK OF INDIA
273.15,277.25,73000,2019-03-05 12:30:00+05:30,276.9,276.9,277.1,STATE BANK OF INDIA
273.15,277.15,53623,2019-03-05 12:31:00+05:30,277.1,276.85,277,STATE BANK OF INDIA
273.15,277,13093,2019-03-05 12:32:00+05:30,276.85,276.85,276.95,STATE BANK OF INDIA
273.15,277,10315,2019-03-05 12:33:00+05:30,276.95,276.85,276.85,STATE BANK OF INDIA
273.15,276.95,25023,2019-03-05 12:34:00+05:30,276.85,276.8,276.85,STATE BANK OF INDIA
273.15,276.9,16226,2019-03-05 12:35:00+05:30,276.85,276.65,276.7,STATE BANK OF INDIA
273.15,276.75,46460,2019-03-05 12:36:00+05:30,276.65,276.4,276.65,STATE BANK OF INDIA
273.15,276.8,42677,2019-03-05 12:37:00+05:30,276.6,276.55,276.6,STATE BANK OF INDIA
273.15,276.8,8861,2019-03-05 12:38:00+05:30,276.6,276.6,276.7,STATE BANK OF INDIA
273.15,276.8,7195,2019-03-05 12:39:00+05:30,276.7,276.6,276.65,STATE BANK OF INDIA
273.15,276.65,11038,2019-03-05 12:40:00+05:30,276.6,276.5,276.5,STATE BANK OF INDIA
273.15,276.7,33975,2019-03-05 12:41:00+05:30,276.5,276.4,276.7,STATE BANK OF INDIA
273.15,276.75,9432,2019-03-05 12:42:00+05:30,276.7,276.55,276.65,STATE BANK OF INDIA
273.15,276.75,12182,2019-03-05 12:43:00+05:30,276.55,276.55,276.7,STATE BANK OF INDIA
273.15,276.7,31663,2019-03-05 12:44:00+05:30,276.7,276.4,276.4,STATE BANK OF INDIA
273.15,276.6,14770,2019-03-05 12:45:00+05:30,276.4,276.4,276.4,STATE BANK OF INDIA
273.15,276.5,45214,2019-03-05 12:46:00+05:30,276.4,276.1,276.25,STATE BANK OF INDIA
273.15,276.4,22666,2019-03-05 12:47:00+05:30,276.3,276.15,276.2,STATE BANK OF INDIA
273.15,276.4,159096,2019-03-05 12:48:00+05:30,276.2,276,276.05,STATE BANK OF INDIA
273.15,276.1,80344,2019-03-05 12:49:00+05:30,276.1,275.9,276.05,STATE BANK OF INDIA
273.15,276.15,125799,2019-03-05 12:50:00+05:30,276.05,275.8,275.95,STATE BANK OF INDIA
273.15,275.95,28119,2019-03-05 12:51:00+05:30,275.9,275.85,275.9,STATE BANK OF INDIA
273.15,276,82405,2019-03-05 12:52:00+05:30,275.95,275.9,275.95,STATE BANK OF INDIA
273.15,276.15,78642,2019-03-05 12:53:00+05:30,276,275.95,276.15,STATE BANK OF INDIA
273.15,276.55,50108,2019-03-05 12:54:00+05:30,276.15,276.1,276.45,STATE BANK OF INDIA
273.15,276.5,10411,2019-03-05 12:55:00+05:30,276.4,276.3,276.4,STATE BANK OF INDIA
273.15,276.5,14323,2019-03-05 12:56:00+05:30,276.35,276.35,276.35,STATE BANK OF INDIA
273.15,276.45,14960,2019-03-05 12:57:00+05:30,276.4,276.25,276.3,STATE BANK OF INDIA
273.15,276.35,8465,2019-03-05 12:58:00+05:30,276.35,276.3,276.3,STATE BANK OF INDIA
273.15,276.35,25907,2019-03-05 12:59:00+05:30,276.3,276.2,276.3,STATE BANK OF INDIA
273.15,276.4,21198,2019-03-05 13:00:00+05:30,276.35,276.25,276.25,STATE BANK OF INDIA
273.15,276.35,29529,2019-03-05 13:01:00+05:30,276.3,276.15,276.3,STATE BANK OF INDIA
273.15,276.4,14967,2019-03-05 13:02:00+05:30,276.35,276.15,276.15,STATE BANK OF INDIA
273.15,276.2,15711,2019-03-05 13:03:00+05:30,276.2,276.05,276.15,STATE BANK OF INDIA
273.15,276.2,103347,2019-03-05 13:04:00+05:30,276.05,275.85,275.95,STATE BANK OF INDIA
273.15,276.25,129542,2019-03-05 13:05:00+05:30,276,275.95,276.1,STATE BANK OF INDIA
273.15,276.2,32960,2019-03-05 13:06:00+05:30,276.15,275.95,276,STATE BANK OF INDIA
273.15,276.05,33820,2019-03-05 13:07:00+05:30,276,275.9,275.95,STATE BANK OF INDIA
273.15,276,23197,2019-03-05 13:08:00+05:30,276,275.95,276,STATE BANK OF INDIA
273.15,276,15809,2019-03-05 13:09:00+05:30,276,275.95,275.95,STATE BANK OF INDIA
273.15,276,17323,2019-03-05 13:10:00+05:30,275.95,275.95,276,STATE BANK OF INDIA
273.15,276,37376,2019-03-05 13:11:00+05:30,275.95,275.85,276,STATE BANK OF INDIA
273.15,276,9089,2019-03-05 13:12:00+05:30,275.95,275.95,275.95,STATE BANK OF INDIA
273.15,276,41983,2019-03-05 13:13:00+05:30,275.95,275.85,276,STATE BANK OF INDIA
273.15,276,9763,2019-03-05 13:14:00+05:30,276,275.9,275.9,STATE BANK OF INDIA
273.15,276,17421,2019-03-05 13:15:00+05:30,275.9,275.85,275.95,STATE BANK OF INDIA
273.15,276,15759,2019-03-05 13:16:00+05:30,275.95,275.95,276,STATE BANK OF INDIA
273.15,276,15644,2019-03-05 13:17:00+05:30,276,275.85,275.9,STATE BANK OF INDIA
273.15,276.1,168475,2019-03-05 13:18:00+05:30,275.95,275.8,275.9,STATE BANK OF INDIA
273.15,276.05,40778,2019-03-05 13:19:00+05:30,275.9,275.9,276,STATE BANK OF INDIA
